GCP_Replicated_Project,ProductArea,GCP_Replicated_Dataset,GCP_Replicated_Table,TD_Database_Name,TD_Object_Name,Target_Project,Target_Dataset,Target_View_Name,BQ_View,Collate_View_Created,UG_Classification,K45_Created,Need_Historical_Data,Script_Count,Flipped_Date,Comments,In_Master_Sheet,Unnamed_18,Temp,Bizdo_Tablename,Replication_Dag_Name,Replication_Dag_Schedule,Modernized_Project,Modernized_Table,Modernized_Dag_Name,Modernized_Dag_Schedule
,,,,STG_LNDG_253,marketing_dim_8127,vzw-mkt-ds-customer-21,ds_customer_096,marketing_dim_8127,vz-it-pr-gk1v-edwdo-0.ntl_prdusr_allvm.omni_market_channel_ref_v,,,,,,12/3/2025,"There is no v2 for this in EDWDO workspace, no flipping required",Yes,,,,,,vzw-it-pr-billing-00,ntl_prdusr_tbls.omni_market_channel_ref,,
,,,,EDW_PRD_247,finance_detail_6776,vzw-mkt-ds-customer-21,ds_marketing_090,finance_detail_6776,vz-it-pr-gk1v-edwdo-0.ntl_prd_allvm.cust_acct_line_sed_offer_activity_v,,,,,,12/3/2025,"There is no v2 for this in EDWDO workspace, no flipping required",Yes,,,,,,vzw-it-pr-billing-00,udm_prd_tbls.cust_acct_line_sed_offer_activity,"dg_gk1v_edwpr_wls_vsn_natl_udm_upserts_onex
dg_gk1v_edwpr_wls_vision_dailyload_vsn_5pm
dg_gk1v_edwpr_wls_vision_dailyload_vsn_7am
dg_gk1v_edwpr_wls_vision_dailyload_nvsn_12am
dg_gk1v_edwpr_wls_vision_dailyload_nvsn_5pm
dg_gk1v_edwpr_wls_vision_dailyload_nvsn_7am
dg_gk1v_edwpr_wls_vision_dailyload_wvsn_12am
dg_gk1v_edwpr_wls_vision_dailyload_wvsn_5pm
dg_gk1v_edwpr_wls_bvsn_natl_udm_upserts_onex
dg_gk1v_edwpr_wls_vision_dailyload_bvsn_5pm
dg_gk1v_edwpr_wls_vision_dailyload_bvsn_7am","None
At 17:00, every day
At 07:00, every day
None
None
None
None
At 17:00, every day
At 17:00, every day
At 07:00, every day"
,,,,OPS_DATA_281,marketing_xref_6586,vzw-mkt-ds-customer-21,ds_support_128,marketing_xref_6586,vz-it-pr-gk1v-edwdo-0.udm_prdusr_allvm.crm_home_conversion_activity_v,,,,,,12/3/2025,"There is no v2 for this in EDWDO workspace, no flipping required",Yes,,,,,,vzw-it-pr-billing-00,udm_prdusr_tbls.crm_home_conversion_activity,,
,,,,EDW_PRD_247,support_summary_7891,vzw-mkt-ds-customer-21,ds_marketing_090,support_summary_7891,vz-it-pr-gk1v-edwdo-0.ntl_prd_allvm.metal_tier_v,,,,,,12/3/2025,"There is no v2 for this in EDWDO workspace, no flipping required",Yes,,,,,,vzw-it-pr-billing-00,edw_sum.metal_tier_segmentation,,
,,,,EDW_PRD_252,support_master_6420,vzw-mkt-ds-customer-21,ds_marketing_095,support_master_6420,vz-it-pr-gk1v-edwdo-0.ntl_prd_secvm.chat_agent_activity_vbg_v,,,,,,12/3/2025,"There is no v2 for this in EDWDO workspace, no flipping required",Yes,,,,,,vzw-it-pr-billing-00,udm_prd_tbls.chat_agent_activity_vbg,,
,,,,EDW_PRD_252,support_summary_6422,vzw-mkt-ds-customer-21,ds_marketing_095,support_summary_6422,vz-it-pr-gk1v-edwdo-0.ntl_prd_secvm.chat_agent_vbg_v,,,,,,12/3/2025,"There is no v2 for this in EDWDO workspace, no flipping required",Yes,,,,,,vzw-it-pr-billing-00,udm_prd_tbls.chat_agent_vbg,,
,,,,EDW_PRD_252,network_master_6424,vzw-mkt-ds-customer-21,ds_marketing_095,network_master_6424,vz-it-pr-gk1v-edwdo-0.ntl_prd_secvm.chat_session_summary_vbg_v,,,,,,12/3/2025,"There is no v2 for this in EDWDO workspace, no flipping required",Yes,,,,,,vzw-it-pr-billing-00,udm_prd_tbls.chat_session_summary_vbg,,
,,,,EDW_PRD_294,sales_lookup_8398,vzw-mkt-ds-customer-21,ds_sales_158,sales_lookup_8398,vz-it-pr-gk1v-edwdo-0.vzw_reporting_allvm.promos_redemption,,,,,,12/4/2025,"Pointing to Fivetran table - vz-it-pr-gk1v-edwpr-0.orb2c_vzw_rept_rep_tbls.promos_redemption 
There is no v2 for this in EDWDO workspace, no flipping required",Yes,,,,,,vzw-mkt-ds-network-02,vz-it-pr-gk1v-edwpr-0.orb2c_vzw_rept_rep_tbls.promos_redemption,,
,,,,EDW_PRD_247,inventory_xref_8374,vzw-mkt-ds-customer-21,ds_marketing_090,inventory_xref_8374,vz-it-pr-gk1v-edwdo-0.ntl_prd_allvm.prod_sum_fact_v,,,,,,12/4/2025,"There is no v2 for this in EDWDO workspace, no flipping required",Yes,,,,,,vzw-it-pr-billing-00,udm_prd_tbls.prod_sum_fact,,
,,,,EDW_PRD_247,sales_fact_8570,vzw-mkt-ds-customer-21,ds_marketing_090,sales_fact_8570,vz-it-pr-gk1v-edwdo-0.ntl_prd_allvm.score_ai_comms_v,,,,,,12/4/2025,"Pointing to GCP native table (vz-it-pr-fjpv-mlopdo-0.mlops_scores_tbls_v.score_ai_comms )
There is no v2 for this in EDWDO workspace, no flipping required",Yes,,,,,,vzw-ops-pl-sales-09,vz-it-pr-fjpv-mlopdo-0.mlops_scores_tbls_v.score_ai_comms,,
,,,,EDW_PRD_247,marketing_detail_8955,vzw-mkt-ds-customer-21,ds_marketing_090,marketing_detail_8955,vz-it-pr-gk1v-edwdo-0.ntl_prd_allvm.uvoc_srvy_attr_dim_v,,,,,,12/4/2025,"Pointing to GCP native table(vz-it-pr-hgsv-vikido-0.vzw_uvoc_prd_tbls.qualtrics_svy_attr_dim )
There is no v2 for this in EDWDO workspace, no flipping required",Yes,,,,,,vzw-ops-pl-inventory-11,vz-it-pr-hgsv-vikido-0.vzw_uvoc_prd_tbls.qualtrics_svy_attr_dim,,
,,,,EDW_PRD_247,support_summary_8957,vzw-mkt-ds-customer-21,ds_marketing_090,support_summary_8957,vz-it-pr-gk1v-edwdo-0.ntl_prd_allvm.uvoc_srvy_rsp_dim_v,,,,,,12/4/2025,"Pointing to GCP native table(vz-it-pr-hgsv-vikido-0.vzw_uvoc_prd_tbls.qualtrics_svy_rspns_dim)
There is no v2 for this in EDWDO workspace, no flipping required",Yes,,,,,,vzw-ops-pl-inventory-11,vz-it-pr-hgsv-vikido-0.vzw_uvoc_prd_tbls.qualtrics_svy_rspns_dim,,
,Growth,,,EDW_PRD_247,sales_dim_6209,vzw-mkt-ds-customer-21,ds_marketing_090,sales_dim_6209,vz-it-pr-gk1v-edwdo-0.ntl_prd_allvm.ai_audience_out_hist,,,,,,12/4/2025,"Pointing to GCP Native table(vz-it-pr-hukv-cdwldo-0.vzw_cdh_prd_tbls.ai_audience_out_hist )
There is no v2 for this in EDWDO workspace, no flipping required",Yes,,,,,,vzw-mkt-ds-inventory-13,vz-it-pr-hukv-cdwldo-0.vzw_cdh_prd_tbls.ai_audience_out_hist,,
,,,,EDW_PRD_247,customer_summary_6384,vzw-mkt-ds-customer-21,ds_marketing_090,customer_summary_6384,vz-it-pr-gk1v-edwdo-0.ntl_prd_allvm.cart_nsa_v,,,,,,12/4/2025,"Pointing to GCP Native table(vz-it-pr-hukv-cdwldo-0.vzw_cdh_prd_tbls.cart_nsa_final)
There is no v2 for this in EDWDO workspace, no flipping required",Yes,,,,,,vzw-mkt-ds-inventory-13,vz-it-pr-hukv-cdwldo-0.vzw_cdh_prd_tbls.cart_nsa_final,,
,,,,EDW_PRD_252,customer_summary_6384,vzw-mkt-ds-customer-21,ds_marketing_095,customer_summary_6384,vz-it-pr-gk1v-edwdo-0.ntl_prd_secvm.cart_nsa_v,,,,,,12/4/2025,"Pointing to GCP Native table(vz-it-pr-hukv-cdwldo-0.vzw_cdh_prd_tbls.cart_nsa_final)
There is no v2 for this in EDWDO workspace, no flipping required",Yes,,,,,,vzw-mkt-ds-inventory-13,vz-it-pr-hukv-cdwldo-0.vzw_cdh_prd_tbls.cart_nsa_final,,
,,,,EDW_PRD_247,inventory_summary_8092,vzw-mkt-ds-customer-21,ds_marketing_090,inventory_summary_8092,vz-it-pr-gk1v-edwdo-0.ntl_prd_allvm.offer_v,,,,,,12/4/2025,"There is no v2 for this in EDWDO workspace, no flipping required",Yes,,,,,,vzw-it-pr-billing-00,udm_prd_tbls.offer,dg_gk1v_edwdo_wls_udm_thpt_tp_ntl_t100_us,
,,,,EDW_PRD_247,network_xref_6719,vzw-mkt-ds-customer-21,ds_marketing_090,network_xref_6719,vz-it-pr-gk1v-edwdo-0.ntl_prd_allvm.cust_acct_line_dvc_addr_v,,,,,,12/4/2025,"There is no v2 for this in EDWDO workspace, no flipping required",Yes,,,,,,vzw-it-pr-billing-00,udm_prd_tbls.cust_acct_line_dvc_addr,"dg_gk1v_edwpr_wls_vsn_vsn2sew_upserts
dg_gk1v_edwpr_wls_vsn_natl_udm_upserts_onex
dg_gk1v_edwpr_wls_vision_dailyload_vsn_5pm
dg_gk1v_edwpr_wls_vision_dailyload_vsn_7am
dg_gk1v_edwpr_wls_vision_dailyload_nvsn_12am
dg_gk1v_edwpr_wls_vision_dailyload_nvsn_5pm
dg_gk1v_edwpr_wls_vision_dailyload_nvsn_7am
dg_gk1v_edwpr_wls_vision_dailyload_wvsn_12am
dg_gk1v_edwpr_wls_vision_dailyload_wvsn_5pm
dg_gk1v_edwpr_wls_bvsn_natl_udm_upserts_onex
dg_gk1v_edwpr_wls_vision_dailyload_bvsn_5pm
dg_gk1v_edwpr_wls_vision_dailyload_bvsn_7am","None
At 17:00, every day
At 07:00, every day
None
None
None
None
At 17:00, every day
At 17:00, every day
At 07:00, every day"
,,,,EDW_PRD_247,customer_xref_7667,vzw-mkt-ds-customer-21,ds_marketing_090,customer_xref_7667,vz-it-pr-gk1v-edwdo-0.ntl_prd_allvm.gl_account_mapping_v,,,,,,12/4/2025,"There is no v2 for this in EDWDO workspace, no flipping required",Yes,,,,,,vzw-it-pr-billing-00,udm_prd_tbls.gl_account_mapping,"dg_gk1v_edwpr_wls_vsn_vsn2sew_upserts
dg_gk1v_edwpr_wls_vision_dailyload_vsn_7am
dg_gk1v_edwpr_wls_vision_dailyload_vsn_5pm
dg_gk1v_edwpr_wls_vsn_natl_udm_upserts_onex
dg_gk1v_edwpr_wls_vision_dailyload_nvsn_12am
dg_gk1v_edwpr_wls_vision_dailyload_nvsn_5pm
dg_gk1v_edwpr_wls_vision_dailyload_nvsn_7am
dg_gk1v_edwpr_wls_vision_dailyload_wvsn_12am
dg_gk1v_edwpr_wls_vision_dailyload_wvsn_5pm
dg_gk1v_edwpr_wls_bvsn_natl_udm_upserts_onex
dg_gk1v_edwpr_wls_vision_dailyload_bvsn_5pm
dg_gk1v_edwpr_wls_vision_dailyload_bvsn_7am","At 07:00, every day
At 17:00, every day
None
None
None
None
None
At 17:00, every day
At 17:00, every day
At 07:00, every day"
,,,,OPS_DATA_281,customer_summary_8424,vzw-mkt-ds-customer-21,ds_support_128,customer_summary_8424,vz-it-pr-gk1v-edwdo-0.udm_prdusr_allvm.prospect_scores_v,,,,,,12/4/2025,"Pointing to GCP native table(vz-it-pr-fjpv-mlopdo-0.mlops_scores_tbls_v.score_prspct )
There is no v2 for this in EDWDO workspace, no flipping required",Yes,,,,,,vzw-ops-pl-sales-09,vz-it-pr-fjpv-mlopdo-0.mlops_scores_tbls_v.score_prspct,,
,,,,EDW_PRD_247,network_dim_8956,vzw-mkt-ds-customer-21,ds_marketing_090,network_dim_8956,vz-it-pr-gk1v-edwdo-0.ntl_prd_allvm.uvoc_srvy_fact_v,,,,,,12/4/2025,Pointing to GCP Native table : vz-it-pr-hgsv-vikido-0.vzw_uvoc_prd_tbls.qualtrics_svy_fact,Yes,,,,,,vzw-ops-pl-inventory-11,vz-it-pr-hgsv-vikido-0.vzw_uvoc_prd_tbls.qualtrics_svy_fact,,
,,,,EDW_PRD_247,sales_xref_8549,vzw-mkt-ds-customer-21,ds_marketing_090,sales_xref_8549,vz-it-pr-gk1v-edwdo-0.ntl_prd_allvm.rts_source_wifi_calling_v,,,,,,12/4/2025,Pointing to GCP native table : vz-it-pr-gk1v-cwlspr-0.vzw_cja_prd_rtstbls.rts_source_wifi_calling_raw,Yes,,,,,,vzw-it-pr-customer-03,vz-it-pr-gk1v-cwlspr-0.vzw_cja_prd_rtstbls.rts_source_wifi_calling_raw,,
,,,,EDW_PRD_247,support_detail_8745,vzw-fin-st-customer-23,ds_marketing_125,finance_xref_8744,vz-it-pr-httv-tcfndo-0.tracfone_uda_prd_tbls_v.tf_offering_dim,,,,,,12/4/2025,"Tracefone table , don't require flipping, vz-it-pr-httv-tcfndo-0.tracfone_uda_prd_tbls_v.tf_offering_dim",Yes,,,,,,,support_master_3706,,
,,,,EDW_PRD_247,marketing_detail_7192,vzw-mkt-ds-customer-21,ds_marketing_090,marketing_detail_7192,vz-it-pr-gk1v-edwdo-0.ntl_prd_allvm.dtc_hier_is_v,,,,,,12/5/2025,"There is no v2 for this in EDWDO workspace, no flipping required",Yes,,,,,,vzw-it-pr-billing-00,udm_prd_tbls.dtc_hier_is,dg_gk1v_edwdo_wls_udm_mis1_dw_t220_ld,
,,,,FIN_CORE_273,support_fact_8372,vzw-mkt-ds-customer-21,ds_billing_119,support_fact_8372,vz-it-pr-gk1v-edwdo-0.tntl_prdref_allvm.prod_nm_item_cd_map,,,,,,12/5/2025,"There is no v2 for this in EDWDO workspace, no flipping required",Yes,,,,,,vzw-it-pr-billing-00,tntl_prdref_tbls.prod_nm_item_cd_map,dg_gk1v_edwdo_wls_udm_crm_crm_ecpd_exclusions,
,Core,,,EDW_PRD_247,inventory_xref_7969,vzw-mkt-ds-customer-21,ds_marketing_090,inventory_xref_7969,vz-it-pr-gk1v-edwdo-0.ntl_prd_allvm.mtn_occ_charges_v,,,,,,12/5/2025,"There is no v2 for this in EDWDO workspace, no flipping required",Yes,,,,,,vzw-it-pr-billing-00,udm_prd_tbls.mtn_occ_charges,"dg_gk1v_edwpr_wls_vsn_natl_udm_upserts_onex
dg_gk1v_edwpr_wls_vision_dailyload_vsn_5pm
dg_gk1v_edwpr_wls_vision_dailyload_vsn_7am
dg_gk1v_edwpr_wls_vision_dailyload_nvsn_12am
dg_gk1v_edwpr_wls_vision_dailyload_nvsn_5pm
dg_gk1v_edwpr_wls_vision_dailyload_nvsn_7am
dg_gk1v_edwpr_wls_vision_dailyload_wvsn_12am
dg_gk1v_edwpr_wls_vision_dailyload_wvsn_5pm
dg_gk1v_edwpr_wls_bvsn_natl_udm_upserts_onex
dg_gk1v_edwpr_wls_vision_dailyload_bvsn_5pm
dg_gk1v_edwpr_wls_vision_dailyload_bvsn_7am","None
At 17:00, every day
At 07:00, every day
None
None
None
None
At 17:00, every day
At 17:00, every day
At 07:00, every day"
,Growth,,,EDW_PRD_247,billing_dim_6211,,,,,,,,,,,"THis is out of Scope, Reach out to Raghunath Burugula for any further information",No,,,,,,,,,
,,,,EDW_PRD_247,marketing_master_8732,vzw-mkt-ds-customer-21,ds_marketing_090,marketing_master_8732,vz-it-pr-gk1v-edwdo-0.ntl_prd_allvm.tcd_v,,,,,,12/5/2025,"There is no v2 for this in EDWDO workspace, no flipping required",Yes,,,,,,vzw-it-pr-billing-00,ntl_prd_tbls.tcd,"dg_gk1v_edwpr_wls_udm_misc_dw_t665_ld_termination_call_variable 
dg_gk1v_edwdo_wls_udm_afni_afni_t1130_ld",
,,,,OPS_DATA_296,customer_dim_7295,vzw-mkt-ds-customer-21,ds_network_166,customer_dim_7295,vz-it-pr-gk1v-edwdo-0.vzwehub_prd_allvm.ehub_all_subs_fact_mth_v,,,,,,12/5/2025,"There is no v2 for this in EDWDO workspace, no flipping required",No,,,,,,vzw-it-pr-billing-00,billing_master_3614,,
,,,,,,vzw-mkt-ds-customer-21,ds_marketing_090,network_fact_6274,vz-it-pr-gk1v-edwdo-0.ntl_prd_allvm.baseaddressblock_v,,,,,,,"`Modernized table, not replicated before, Pointing to GCP native table [Non GK1V,in GK1V it is collated]",Yes,,,,,,vzw-ops-pl-customer-15,vz-it-pr-j2lv-cmido-0.market_intelligence_summary.base_address_block_processed,,
,,,,EDW_PRD_247,network_dim_6439,vzw-mkt-ds-customer-21,ds_marketing_090,network_dim_6439,vz-it-pr-gk1v-edwdo-0.ntl_prd_allvm.cjcm_fwa_lv_case_hist_v,,,,,,12/6/2025,"There is no v2 for this in EDWDO workspace, no flipping required",Yes,,,,,,vzw-it-pr-billing-00,udm_prd_tbls.cjcm_fwa_lv_case_hist,dg_gk1v_edwdo_fwa_loc_violation_fact,
,,,,EDW_PRD_247,sales_dim_8000,vzw-mkt-ds-customer-21,ds_marketing_090,sales_dim_8000,vz-it-pr-gk1v-edwdo-0.ntl_prd_allvm.myoffers_vzcc_visa_card_v,,,,,,12/6/2025,"There is no v2 for this in EDWDO workspace, no flipping required",Yes,,,,,,vzw-it-pr-billing-00,udm_prd_tbls.myoffers_vzcc_visa_card,,
,,,,EDW_PRD_247,billing_xref_8189,vzw-mkt-ds-customer-21,ds_marketing_090,billing_xref_8189,vz-it-pr-gk1v-edwdo-0.ntl_prd_allvm.omp_variable_v,,,,,,12/6/2025,"There is no v2 for this in EDWDO workspace, no flipping required",Yes,,,,,,vzw-it-pr-billing-00,udm_prd_tbls.omp_variable,,
,,,,STG_LNDG_279,marketing_dim_7187,vzw-mkt-ds-customer-21,ds_finance_126,marketing_dim_7187,vz-it-pr-gk1v-edwdo-0.udm_prd_itvm.ds_cust_acct_line_why_sgmts,,,,,,12/6/2025,Pointed GCP native table to vz-it-pr-fjpv-mlopdo-0.mlops_metrics_tbls_v.ds_cust_acct_line_why_sgmts,Yes,,,,,,vzw-ops-pl-sales-09,vz-it-pr-fjpv-mlopdo-0.mlops_metrics_tbls_v.ds_cust_acct_line_why_sgmts,,
,,,,EDW_PRD_247,customer_lookup_7007,vzw-mkt-ds-customer-21,ds_marketing_090,customer_lookup_7007,vz-it-pr-gk1v-edwdo-0.ntl_prd_allvm.dim_fwa_promo_v,,,,,,12/8/2025,"There is no v2 for this in EDWDO workspace, no flipping required",Yes,,,,,,vzw-it-pr-billing-00,udm_prd_tbls.dim_fwa_promo,dg_gk1v_edwdo_wls_udm_mis1_fwa_t102_ld,
,,,,EDW_PRD_247,billing_summary_7547,vzw-mkt-ds-customer-21,ds_marketing_090,billing_summary_7547,vz-it-pr-gk1v-edwdo-0.ntl_prd_allvm.fixed_5g_hr_qual_addr_v,,,,,,1/12/2026,"There is no v2 for this in EDWDO workspace, no flipping required",Yes,,,,,,vzw-fin-st-marketing-01,udm_prd_tbls.fixed_5g_hr_qual_addr,dg_gk1v_edwdo_fixed_5g_hr_qual_addr,"At 05:01, 06:01, every day"
,Growth,,,MKT_UDA_272,customer_dim_6680,vzw-mkt-ds-customer-21,ds_customer_118,customer_dim_6680,vz-it-pr-gk1v-edwdo-0.tntl_prd_allvm.cust_acct_line,,,,,,12/8/2025,"There is no v2 for this in EDWDO workspace, no flipping required",Yes,,,,,,vzw-it-pr-billing-00,udm_prd_tbls.cust_acct_line,"dg_gk1v_edwdo_wls_eps_eps2natl_upserts_load
dg_gk1v_edwdo_wls_eps_eps2natl_sla_upserts_load
dg_gk1v_edwpr_wls_east_mnthly_dw_ntl_t950_dr
dg_gk1v_edwpr_wls_vision_east_ld_12am
dg_gk1v_edwpr_wls_east_ld_all_jobs_5pm
dg_gk1v_edwpr_wls_vsn_dly_activity
dg_gk1v_edwpr_wls_vsn_natl_udm_upserts_onex
dg_gk1v_edwpr_wls_vsn_natl_udm_sla_upserts
dg_gk1v_edwpr_wls_vision_dailyload_vsn_5pm
dg_gk1v_edwpr_wls_vision_dailyload_vsn_7am
dg_gk1v_edwpr_wls_vision_dailyload_nvsn_12am
dg_gk1v_edwpr_wls_vision_dailyload_nvsn_5pm
dg_gk1v_edwpr_wls_vision_dailyload_nvsn_7am
dg_gk1v_edwpr_wls_vision_dailyload_wvsn_12am
dg_gk1v_edwpr_wls_vision_dailyload_wvsn_5pm
dg_gk1v_edwpr_wls_bvsn_natl_udm_upserts_onex
dg_gk1v_edwpr_wls_vision_dailyload_bvsn_5pm
dg_gk1v_edwpr_wls_vision_dailyload_bvsn_7am","At 00:00, every day
None
None
At 17:00, every day
At 07:00, every day
None
None
None
None
At 17:00, every day
At 17:00, every day
At 07:00, every day"
,,,,EDW_PRD_247,support_xref_7893,vzw-mkt-ds-customer-21,ds_marketing_090,support_xref_7893,vz-it-pr-gk1v-edwdo-0.ntl_prd_allvm.mh_fios_full_table_v,,,,,,12/9/2025,"Pointing to GCP Native table (vz-it-pr-hukv-cdwldo-0.vz_cdp_cmn_cust_prd_tbls.mh_fios_full_table)
There is no v2 for this in EDWDO workspace, no flipping required",Yes,,,,,,vzw-mkt-ds-inventory-13,vz-it-pr-hukv-cdwldo-0.vz_cdp_cmn_cust_prd_tbls.mh_fios_full_table,,
,,,,EDW_PRD_247,billing_lookup_8234,vzw-mkt-ds-customer-21,ds_marketing_090,billing_lookup_8234,vz-it-pr-gk1v-edwdo-0.ntl_prd_allvm.overture_locus_data_v,,,,,,12/9/2025,"Pointing to GCP native table(vz-it-pr-gudv-dtwndo-0.aid_dtwin_fwa_core_tbls.overture_locus_data)
There is no v2 for this in EDWDO workspace, no flipping required",Yes,,,,,,vzw-it-pr-network-10,vz-it-pr-gudv-dtwndo-0.aid_dtwin_fwa_core_tbls.overture_locus_data,,
,,,,EDW_PRD_294,support_master_6804,vzw-mkt-ds-customer-21,ds_sales_158,support_master_6804,vz-it-pr-gk1v-edwdo-0.vzw_reporting_allvm.cust_acct_mtn_addl_info,,,,,,12/9/2025,"Pointing to FIvetran table(vz-it-pr-gk1v-edwpr-0.orb2c_vzw_rept_rep_tbls.cust_acct_mtn_addl_info)
There is no v2 for this in EDWDO workspace, no flipping required",Yes,,,,,,vzw-mkt-ds-network-02,vz-it-pr-gk1v-edwpr-0.orb2c_vzw_rept_rep_tbls.cust_acct_mtn_addl_info,,
,,,,EDW_PRD_247,billing_master_8202,vzw-mkt-ds-customer-21,ds_marketing_090,billing_master_8202,vz-it-pr-gk1v-edwdo-0.ntl_prd_allvm.ord_ln_item_v,,,,,,12/10/2025,"There is no v2 for this in EDWDO workspace, no flipping required",Yes,,,,,,vzw-it-pr-billing-00,udm_prd_tbls.ord_ln_item,dg_gk1v_edwpr_wls_dcp_vsn_cust_dvc_eqp_trans,
,,,,EDW_PRD_247,sales_xref_8954,vzw-mkt-ds-customer-21,ds_marketing_090,sales_xref_8954,vz-it-pr-gk1v-edwdo-0.ntl_prd_allvm.uvoc_mtn_base_v,,,,,,12/11/2025,"There is no v2 for this in EDWDO workspace, no flipping required",Yes,,,,,,vzw-it-pr-billing-00,ntl_prd_tbls.uvoc_mtn_base,dg_gk1v_edwdo_wls_udm_mis1_dw_t230_ld,
,,,,EDW_PRD_247,customer_fact_7773,vzw-mkt-ds-customer-21,ds_marketing_090,customer_fact_7773,vz-it-pr-gk1v-edwdo-0.ntl_prd_allvm.jet_udm_friction_egress,,,,,,12/11/2025,"There is no v2 for this in EDWDO workspace, no flipping required
pointing to GCP Native table vz-it-pr-hukv-cdwldo-0.vzw_jet_prd_tbls.jet_udm_friction_egress",Yes,,,,,,vzw-mkt-ds-inventory-13,vz-it-pr-hukv-cdwldo-0.vzw_jet_prd_tbls.jet_udm_friction_egress,,
,,,,EDW_PRD_294,network_xref_8701,vzw-mkt-ds-customer-21,ds_sales_158,network_xref_8701,vz-it-pr-gk1v-edwdo-0.vzw_reporting_allvm.subscription_h,,,,,,12/12/2025,"There is no v2 for this in EDWDO workspace, no flipping required ,pointing to 
Pointing to FIvetran table vz-it-pr-gk1v-edwdo-0.orb2c_vzw_rept_rep_tbls_v.subscription_h",Yes,,,,,,vzw-mkt-ds-network-02,vz-it-pr-gk1v-edwdo-0.orb2c_vzw_rept_rep_tbls_v.subscription_h,,
,,,,STG_LNDG_279,support_summary_7721,vzw-mkt-ds-customer-21,ds_finance_126,support_summary_7721,vz-it-pr-gk1v-edwdo-0.udm_prd_itvm.ihq_pattern_line_scores_all,,,,,,12/16/2025,"There is no v2 for this in EDWDO workspace, no flipping required",Yes,,,,,,vzw-it-pr-billing-00,udm_prd_tbls.ihq_pattern_line_scores,dg_gk1v_edwdo_wls_udm_ihq_ih_omg_score_ld,"At 22:00, every day"
,,,,EDW_PRD_247,network_dim_8842,vzw-mkt-ds-customer-21,ds_marketing_090,network_dim_8842,vz-it-pr-gk1v-edwdo-0.ntl_prd_allvm.tp_om_sms_receipts_v,,,,,,12/16/2025,Pointing to modernized table vz-it-pr-gk1v-edwdo-0.udm_prd_tbls.tp_dm_sms_receipts,Yes,,,,,,vzw-it-pr-billing-00,udm_prd_tbls.tp_dm_sms_receipts,dg_gk1v_edwdo_wls_udm_mis1_dw_t475_ld,
,,,,EDW_PRD_247,billing_xref_7706,vzw-mkt-ds-customer-21,ds_marketing_090,billing_xref_7706,vz-it-pr-gk1v-edwdo-0.ntl_prd_allvm.hqcs_emp_hist_v,,,,,,12/16/2025,"There is no v2 for this in EDWDO workspace, no flipping required",Yes,,,,,,vzw-it-pr-billing-00,udm_prd_tbls.hqcs_emp_hist,"dg_gk1v_edwdo_wls_udm_mis1_lov_t700_ld 
dg_gk1v_edwdo_wls_udm_mis1_lov_t800_ld",
,,,,EDW_PRD_247,marketing_master_8285,vzw-mkt-ds-customer-21,ds_marketing_090,marketing_master_8285,vz-it-pr-gk1v-edwdo-0.ntl_prd_allvm.perks_reg_dtl_fact_v,,,,,,12/16/2025,"There is no v2 for this in EDWDO workspace, no flipping required",Yes,,,,,,vzw-it-pr-billing-00,ntl_prd_tbls.perks_reg_dtl_fact,,
,,,,EDW_PRD_247,customer_xref_8286,vzw-mkt-ds-customer-21,ds_marketing_090,customer_xref_8286,vz-it-pr-gk1v-edwdo-0.ntl_prd_allvm.perks_reg_spo_fact_v,,,,,,12/16/2025,"There is no v2 for this in EDWDO workspace, no flipping required",Yes,,,,,,vzw-it-pr-billing-00,ntl_prd_tbls.perks_reg_dtl_fact,,
,,,,EDW_PRD_247,sales_fact_7119,vzw-mkt-ds-customer-21,ds_marketing_090,sales_fact_7119,vz-it-pr-gk1v-edwdo-0.ntl_prd_allvm.dmbm_c100_prc_cmpgn_resp_v,,,,,,,"Modernized table, not replicated before",Yes,,,,,,vzw-it-pr-billing-00,udm_prd_tbls.dmbm_c100_prc_cmpgn_resp,dg_gk1v_edwpr_wls_udm_ctor_dmbm_c100_prc_cmpgn_resp,"At 14:00, every day"
